2023-11-02 08:29:54,689 | INFO | MainProcess | MainThread | Projects folder: ./sample_projects/*
2023-11-02 08:31:22,052 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> <--> <Port_Any: Any>
2023-11-02 08:31:22,052 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> -> <Port_Int: Trigger>
2023-11-02 08:31:22,052 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> -> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> -> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> -> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> <--> <Port_Any: Input>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> <--> <Port_Any: Sync>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Matrix> -> <Port_stringable: Text>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_List_Str: Annotation>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_Any: Data 1>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_Any: Data 2>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> -> <Port_Int: Toggle>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_Any: Data>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_Data: Stream>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_Data: Stream_segs>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_np_compatible: Trigger>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> -> <Port_List_Int: File>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_Dict: Meta>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_Number: Percent>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_Any: Any>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> -> <Port_Int: Trigger>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,053 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_np_compatible: Data NP>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_np_compatible: Data 1>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text>  <Port_np_compatible: Data 2>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_Any: Input>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_Any: Sync>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Text> <--> <Port_stringable: Text>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_Any: Data 1>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_Any: Data 2>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> -> <Port_Int: Toggle>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_Any: Data>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_Data: Stream>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_Data: Stream_segs>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_np_compatible: Trigger>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> -> <Port_List_Int: File>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_Dict: Meta>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_Number: Percent>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_Any: Any>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> -> <Port_Int: Trigger>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_np_compatible: Data NP>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_np_compatible: Data 1>
2023-11-02 08:31:22,054 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation>  <Port_np_compatible: Data 2>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_Any: Input>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_Any: Sync>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Annotation> <--> <Port_stringable: Text>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Data 2>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Int: Toggle>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Data>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Data: Stream>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Data: Stream_segs>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_List_Int: File>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <- <Port_Dict: Meta>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Number: Percent>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Any>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Int: Trigger>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Int: Time to Event>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Input>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Sync>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_stringable: Text>
2023-11-02 08:31:22,055 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Int: Toggle>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Data>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Data: Stream>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Data: Stream_segs>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_List_Int: File>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <- <Port_Dict: Meta>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Number: Percent>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Any>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Int: Trigger>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Int: Time to Event>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Input>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Sync>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_stringable: Text>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Data>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Data: Stream>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Data: Stream_segs>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,056 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_List_Int: File>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Dict: Meta>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Number: Percent>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Any>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Int: Trigger>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Int: Time to Event>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Input>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Sync>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_stringable: Text>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Data: Stream>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Data: Stream_segs>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_List_Int: File>
2023-11-02 08:31:22,057 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <- <Port_Dict: Meta>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Number: Percent>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Any: Any>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Int: Trigger>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Int: Time to Event>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Any: Input>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Any: Sync>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_stringable: Text>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Data: Stream_segs>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_List_Int: File>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Dict: Meta>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Number: Percent>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Any: Any>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_Int: Trigger>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Any: Input>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Any: Sync>
2023-11-02 08:31:22,058 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_stringable: Text>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_List_Int: File>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Dict: Meta>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Number: Percent>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_Any: Any>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_Int: Trigger>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_Any: Input>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_Any: Sync>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_stringable: Text>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,059 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_List_Int: File>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_Dict: Meta>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_Number: Percent>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Any>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_Int: Trigger>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data NP>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data 1>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data 2>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Input>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Sync>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_stringable: Text>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_List_Int: File>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_Dict: Meta>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_Number: Percent>
2023-11-02 08:31:22,060 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Any>
